DDI-DrugBank.d105.s0|DDI-DrugBank.d105.s0.e0|DDI-DrugBank.d105.s0.e1|null|h1_lemma=increase|h2_lemma=aggregation|h1_tag=VB|h2_tag=NN|path=anticoagulant>compound>compound>conj>nmod
DDI-DrugBank.d171.s3|DDI-DrugBank.d171.s3.e0|DDI-DrugBank.d171.s3.e2|null|h1_lemma=Interaction|h2_lemma=phenytoin|h1_tag=NNP|h2_tag=NN|path=phenytoin>conj
DDI-DrugBank.d171.s3|DDI-DrugBank.d171.s3.e1|DDI-DrugBank.d171.s3.e2|null|h1_lemma=phenytoin|h2_lemma=phenytoin|h1_tag=NN|h2_tag=NN|path=conj<phenytoin>conj
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e0|DDI-DrugBank.d171.s4.e1|mechanism|h1_lemma=q.i.d.|h2_lemma=dosage|h1_tag=NN|h2_tag=NN|path=compound<obj<acl<nmod<study>nmod>nmod
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e0|DDI-DrugBank.d171.s4.e2|mechanism|h1_lemma=q.i.d.|h2_lemma=Dur|h1_tag=NN|h2_tag=NNP|path=compound<obj<acl<nmod<study>compound>dep>nmod>nmod
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e0|DDI-DrugBank.d171.s4.e3|null|h1_lemma=q.i.d.|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e1|DDI-DrugBank.d171.s4.e2|null|h1_lemma=dosage|h2_lemma=Dur|h1_tag=NN|h2_tag=NNP|path=theophylline>compound>dep
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e1|DDI-DrugBank.d171.s4.e3|null|h1_lemma=dosage|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-DrugBank.d171.s4|DDI-DrugBank.d171.s4.e2|DDI-DrugBank.d171.s4.e3|null|h1_lemma=Dur|h2_lemma=None|h1_tag=NNP|h2_tag=None|path=None
DDI-DrugBank.d515.s0|DDI-DrugBank.d515.s0.e0|DDI-DrugBank.d515.s0.e1|null|h1_lemma=involve|h2_lemma=None|h1_tag=VBG|h2_tag=None|path=None
DDI-MedLine.d118.s0|DDI-MedLine.d118.s0.e0|DDI-MedLine.d118.s0.e1|null|h1_lemma=None|h2_lemma=inhibitor|h1_tag=TOP|h2_tag=NN|path=Sirolimus>compound>nmod>nsubj>parataxis
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e0|DDI-MedLine.d118.s2.e1|null|h1_lemma=work|h2_lemma=work|h1_tag=VBZ|h2_tag=VBZ|path=nsubj<work>obl
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e0|DDI-MedLine.d118.s2.e2|null|h1_lemma=work|h2_lemma=profile|h1_tag=VBZ|h2_tag=NN|path=nsubj<work>nmod>nsubj>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e0|DDI-MedLine.d118.s2.e3|null|h1_lemma=work|h2_lemma=associate|h1_tag=VBZ|h2_tag=VBN|path=nsubj<work>obl>amod>nmod>obl>xcomp>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e0|DDI-MedLine.d118.s2.e4|null|h1_lemma=work|h2_lemma=cyclosporine|h1_tag=VBZ|h2_tag=NN|path=nsubj<work>conj>obl>amod>nmod>obl>xcomp>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e1|DDI-MedLine.d118.s2.e2|null|h1_lemma=work|h2_lemma=profile|h1_tag=VBZ|h2_tag=NN|path=obl<work>nmod>nsubj>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e1|DDI-MedLine.d118.s2.e3|null|h1_lemma=work|h2_lemma=associate|h1_tag=VBZ|h2_tag=VBN|path=obl<work>obl>amod>nmod>obl>xcomp>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e1|DDI-MedLine.d118.s2.e4|null|h1_lemma=work|h2_lemma=cyclosporine|h1_tag=VBZ|h2_tag=NN|path=obl<work>conj>obl>amod>nmod>obl>xcomp>conj
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e2|DDI-MedLine.d118.s2.e3|null|h1_lemma=profile|h2_lemma=associate|h1_tag=NN|h2_tag=VBN|path=nmod<nsubj<appear>obl>amod>nmod>obl>xcomp
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e2|DDI-MedLine.d118.s2.e4|null|h1_lemma=profile|h2_lemma=cyclosporine|h1_tag=NN|h2_tag=NN|path=nmod<nsubj<appear>conj>obl>amod>nmod>obl>xcomp
DDI-MedLine.d118.s2|DDI-MedLine.d118.s2.e3|DDI-MedLine.d118.s2.e4|null|h1_lemma=associate|h2_lemma=cyclosporine|h1_tag=VBN|h2_tag=NN|path=cyclosporine>conj
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e0|DDI-MedLine.d118.s3.e1|null|h1_lemma=have|h2_lemma=combination|h1_tag=VB|h2_tag=NN|path=nsubj<have>nmod>obl
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e0|DDI-MedLine.d118.s3.e2|null|h1_lemma=have|h2_lemma=cyclosporine|h1_tag=VB|h2_tag=NN|path=nsubj<have>conj>nmod>obl
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e0|DDI-MedLine.d118.s3.e3|null|h1_lemma=have|h2_lemma=None|h1_tag=VB|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e0|DDI-MedLine.d118.s3.e4|null|h1_lemma=have|h2_lemma=None|h1_tag=VB|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e1|DDI-MedLine.d118.s3.e2|null|h1_lemma=combination|h2_lemma=cyclosporine|h1_tag=NN|h2_tag=NN|path=cyclosporine>conj
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e1|DDI-MedLine.d118.s3.e3|null|h1_lemma=combination|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e1|DDI-MedLine.d118.s3.e4|null|h1_lemma=combination|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e2|DDI-MedLine.d118.s3.e3|null|h1_lemma=cyclosporine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e2|DDI-MedLine.d118.s3.e4|null|h1_lemma=cyclosporine|h2_lemma=None|h1_tag=NN|h2_tag=None|path=None
DDI-MedLine.d118.s3|DDI-MedLine.d118.s3.e3|DDI-MedLine.d118.s3.e4|null|h1_lemma=None|h2_lemma=None|h1_tag=None|h2_tag=None|path=None
DDI-DrugBank.d339.s0|DDI-DrugBank.d339.s0.e0|DDI-DrugBank.d339.s0.e1|null|h1_lemma=None|h2_lemma=level|h1_tag=TOP|h2_tag=NNS|path=carbamazepine>compound>nsubj:pass>parataxis
DDI-DrugBank.d339.s0|DDI-DrugBank.d339.s0.e0|DDI-DrugBank.d339.s0.e2|null|h1_lemma=None|h2_lemma=administer|h1_tag=TOP|h2_tag=VBN|path=carbamazepine>nsubj:pass>advcl>parataxis|lemmainbetween=administer
DDI-DrugBank.d339.s0|DDI-DrugBank.d339.s0.e1|DDI-DrugBank.d339.s0.e2|mechanism|h1_lemma=level|h2_lemma=administer|h1_tag=NNS|h2_tag=VBN|path=compound<nsubj:pass<report>nsubj:pass>advcl|lemmainbetween=administer
DDI-DrugBank.d339.s2|DDI-DrugBank.d339.s2.e0|DDI-DrugBank.d339.s2.e1|null|h1_lemma=None|h2_lemma=Warfarin|h1_tag=TOP|h2_tag=NNP|path=Warfarin>conj
DDI-DrugBank.d339.s2|DDI-DrugBank.d339.s2.e0|DDI-DrugBank.d339.s2.e2|effect|h1_lemma=None|h2_lemma=administer|h1_tag=TOP|h2_tag=VBN|path=Warfarin>nsubj:pass>advcl>parataxis|lemmainbetween=administer
DDI-DrugBank.d339.s2|DDI-DrugBank.d339.s2.e1|DDI-DrugBank.d339.s2.e2|effect|h1_lemma=Warfarin|h2_lemma=administer|h1_tag=NNP|h2_tag=VBN|path=conj<Warfarin>nsubj:pass>advcl>parataxis|lemmainbetween=administer
DDI-DrugBank.d339.s3|DDI-DrugBank.d339.s3.e0|DDI-DrugBank.d339.s3.e1|null|h1_lemma=use|h2_lemma=use|h1_tag=VBG|h2_tag=VBG|path=obj<use>obj>acl>obl>dep
DDI-DrugBank.d514.s0|DDI-DrugBank.d514.s0.e0|DDI-DrugBank.d514.s0.e1|null|h1_lemma=depressant|h2_lemma=depressant|h1_tag=NNS|h2_tag=NNS|path=nsubj<depressant>amod
DDI-DrugBank.d514.s1|DDI-DrugBank.d514.s1.e0|DDI-DrugBank.d514.s1.e1|effect|h1_lemma=depressant|h2_lemma=kill|h1_tag=NNS|h2_tag=VB|path=amod<nmod<obl<kill>nsubj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e1|effect|h1_lemma=relate|h2_lemma=depressant|h1_tag=VBN|h2_tag=NNS|path=obl<amod<nmod<nsubj<reveal>amod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e2|effect|h1_lemma=relate|h2_lemma=depressant|h1_tag=VBN|h2_tag=NNS|path=obl<amod<nmod<nsubj<reveal>nmod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e3|effect|h1_lemma=relate|h2_lemma=alcohol|h1_tag=VBN|h2_tag=NN|path=obl<amod<nmod<nsubj<reveal>appos>nmod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e4|effect|h1_lemma=relate|h2_lemma=benzodiazepine|h1_tag=VBN|h2_tag=NNS|path=obl<amod<nmod<nsubj<reveal>nmod>appos>nmod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e5|effect|h1_lemma=relate|h2_lemma=diazepam|h1_tag=VBN|h2_tag=NN|path=obl<amod<nmod<nsubj<reveal>dep>nmod>appos>nmod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e0|DDI-DrugBank.d514.s2.e6|effect|h1_lemma=relate|h2_lemma=diazepam|h1_tag=VBN|h2_tag=NN|path=obl<amod<nmod<nsubj<reveal>conj>nmod>appos>nmod>nmod>obj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e1|DDI-DrugBank.d514.s2.e2|null|h1_lemma=depressant|h2_lemma=depressant|h1_tag=NNS|h2_tag=NNS|path=amod<depressant>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e1|DDI-DrugBank.d514.s2.e3|null|h1_lemma=depressant|h2_lemma=alcohol|h1_tag=NNS|h2_tag=NN|path=amod<depressant>appos>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e1|DDI-DrugBank.d514.s2.e4|null|h1_lemma=depressant|h2_lemma=benzodiazepine|h1_tag=NNS|h2_tag=NNS|path=amod<depressant>nmod>appos>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e1|DDI-DrugBank.d514.s2.e5|null|h1_lemma=depressant|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=amod<depressant>dep>nmod>appos>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e1|DDI-DrugBank.d514.s2.e6|null|h1_lemma=depressant|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=amod<depressant>conj>nmod>appos>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e2|DDI-DrugBank.d514.s2.e3|null|h1_lemma=depressant|h2_lemma=alcohol|h1_tag=NNS|h2_tag=NN|path=alcohol>appos
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e2|DDI-DrugBank.d514.s2.e4|null|h1_lemma=depressant|h2_lemma=benzodiazepine|h1_tag=NNS|h2_tag=NNS|path=alcohol>nmod>appos
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e2|DDI-DrugBank.d514.s2.e5|null|h1_lemma=depressant|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=alcohol>dep>nmod>appos
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e2|DDI-DrugBank.d514.s2.e6|null|h1_lemma=depressant|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=alcohol>conj>nmod>appos
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e3|DDI-DrugBank.d514.s2.e4|null|h1_lemma=alcohol|h2_lemma=benzodiazepine|h1_tag=NN|h2_tag=NNS|path=benzodiazepine>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e3|DDI-DrugBank.d514.s2.e5|null|h1_lemma=alcohol|h2_lemma=diazepam|h1_tag=NN|h2_tag=NN|path=benzodiazepine>dep>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e3|DDI-DrugBank.d514.s2.e6|null|h1_lemma=alcohol|h2_lemma=diazepam|h1_tag=NN|h2_tag=NN|path=benzodiazepine>conj>nmod
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e4|DDI-DrugBank.d514.s2.e5|null|h1_lemma=benzodiazepine|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=diazepam>dep
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e4|DDI-DrugBank.d514.s2.e6|null|h1_lemma=benzodiazepine|h2_lemma=diazepam|h1_tag=NNS|h2_tag=NN|path=diazepam>conj
DDI-DrugBank.d514.s2|DDI-DrugBank.d514.s2.e5|DDI-DrugBank.d514.s2.e6|null|h1_lemma=diazepam|h2_lemma=diazepam|h1_tag=NN|h2_tag=NN|path=dep<diazepam>conj
DDI-DrugBank.d514.s3|DDI-DrugBank.d514.s3.e0|DDI-DrugBank.d514.s3.e1|null|h1_lemma=use|h2_lemma=addiction|h1_tag=VBN|h2_tag=NN|path=nsubj:pass<use>compound>nmod>obl
DDI-DrugBank.d514.s4|DDI-DrugBank.d514.s4.e0|DDI-DrugBank.d514.s4.e1|effect|h1_lemma=prove|h2_lemma=combination|h1_tag=VBZ|h2_tag=NN|path=nsubj<prove>nmod>obl>advcl>xcomp
DDI-DrugBank.d706.s0|DDI-DrugBank.d706.s0.e0|DDI-DrugBank.d706.s0.e1|effect|h1_lemma=drug|h2_lemma=block|h1_tag=NNS|h2_tag=VBG|path=appos<nsubj<have>obl>amod>advcl
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e0|DDI-DrugBank.d549.s0.e1|null|h1_lemma=interaction|h2_lemma=iloprost|h1_tag=NN|h2_tag=NN|path=iloprost>conj
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e0|DDI-DrugBank.d549.s0.e2|null|h1_lemma=interaction|h2_lemma=nifedipine|h1_tag=NN|h2_tag=NN|path=iloprost>conj>conj
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e0|DDI-DrugBank.d549.s0.e3|null|h1_lemma=interaction|h2_lemma=nifedipine|h1_tag=NN|h2_tag=NN|path=iloprost>conj>conj
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e1|DDI-DrugBank.d549.s0.e2|null|h1_lemma=iloprost|h2_lemma=nifedipine|h1_tag=NN|h2_tag=NN|path=nifedipine>conj
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e1|DDI-DrugBank.d549.s0.e3|null|h1_lemma=iloprost|h2_lemma=nifedipine|h1_tag=NN|h2_tag=NN|path=nifedipine>conj
DDI-DrugBank.d549.s0|DDI-DrugBank.d549.s0.e2|DDI-DrugBank.d549.s0.e3|null|h1_lemma=nifedipine|h2_lemma=nifedipine|h1_tag=NN|h2_tag=NN|path=conj<nifedipine>conj
DDI-DrugBank.d549.s1|DDI-DrugBank.d549.s1.e0|DDI-DrugBank.d549.s1.e1|effect|h1_lemma=have|h2_lemma=effect|h1_tag=VBZ|h2_tag=NN|path=nsubj<have>nmod>obj>ccomp|lemmainbetween=increase
DDI-DrugBank.d549.s1|DDI-DrugBank.d549.s1.e0|DDI-DrugBank.d549.s1.e2|effect|h1_lemma=have|h2_lemma=agent|h1_tag=VBZ|h2_tag=NNS|path=nsubj<have>amod>conj>nmod>obj>ccomp|lemmainbetween=increase
DDI-DrugBank.d549.s1|DDI-DrugBank.d549.s1.e1|DDI-DrugBank.d549.s1.e2|null|h1_lemma=effect|h2_lemma=agent|h1_tag=NN|h2_tag=NNS|path=vasodilator>amod>conj
DDI-DrugBank.d549.s2|DDI-DrugBank.d549.s2.e0|DDI-DrugBank.d549.s2.e1|effect|h1_lemma=inhibit|h2_lemma=maintain|h1_tag=VBZ|h2_tag=VBN|path=nsubj<advcl<be>obl>acl>nmod>nmod>nsubj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e1|null|h1_lemma=use|h2_lemma=use|h1_tag=VBN|h2_tag=VBN|path=nsubj:pass<use>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e2|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e3|null|h1_lemma=use|h2_lemma=glycoside|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>amod>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e4|null|h1_lemma=use|h2_lemma=channel|h1_tag=VBN|h2_tag=NN|path=nsubj:pass<use>compound>compound>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e5|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e6|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e7|null|h1_lemma=use|h2_lemma=antiinflammatory|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>amod>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e0|DDI-DrugBank.d549.s3.e8|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=nsubj:pass<use>conj>obl
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e2|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e3|null|h1_lemma=use|h2_lemma=glycoside|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e4|null|h1_lemma=use|h2_lemma=channel|h1_tag=VBN|h2_tag=NN|path=anticoagulant>compound>compound>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e5|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e6|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e7|null|h1_lemma=use|h2_lemma=antiinflammatory|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e1|DDI-DrugBank.d549.s3.e8|null|h1_lemma=use|h2_lemma=anticoagulant|h1_tag=VBN|h2_tag=NNS|path=anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e3|null|h1_lemma=anticoagulant|h2_lemma=glycoside|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e4|null|h1_lemma=anticoagulant|h2_lemma=channel|h1_tag=NNS|h2_tag=NN|path=conj<anticoagulant>compound>compound>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e5|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e6|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e7|null|h1_lemma=anticoagulant|h2_lemma=antiinflammatory|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e2|DDI-DrugBank.d549.s3.e8|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e3|DDI-DrugBank.d549.s3.e4|null|h1_lemma=glycoside|h2_lemma=channel|h1_tag=NNS|h2_tag=NN|path=amod<conj<anticoagulant>compound>compound>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e3|DDI-DrugBank.d549.s3.e5|null|h1_lemma=glycoside|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=amod<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e3|DDI-DrugBank.d549.s3.e6|null|h1_lemma=glycoside|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=amod<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e3|DDI-DrugBank.d549.s3.e7|null|h1_lemma=glycoside|h2_lemma=antiinflammatory|h1_tag=NNS|h2_tag=NNS|path=amod<conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e3|DDI-DrugBank.d549.s3.e8|null|h1_lemma=glycoside|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=amod<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e4|DDI-DrugBank.d549.s3.e5|null|h1_lemma=channel|h2_lemma=anticoagulant|h1_tag=NN|h2_tag=NNS|path=compound<compound<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e4|DDI-DrugBank.d549.s3.e6|null|h1_lemma=channel|h2_lemma=anticoagulant|h1_tag=NN|h2_tag=NNS|path=compound<compound<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e4|DDI-DrugBank.d549.s3.e7|null|h1_lemma=channel|h2_lemma=antiinflammatory|h1_tag=NN|h2_tag=NNS|path=compound<compound<conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e4|DDI-DrugBank.d549.s3.e8|null|h1_lemma=channel|h2_lemma=anticoagulant|h1_tag=NN|h2_tag=NNS|path=compound<compound<conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e5|DDI-DrugBank.d549.s3.e6|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e5|DDI-DrugBank.d549.s3.e7|null|h1_lemma=anticoagulant|h2_lemma=antiinflammatory|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e5|DDI-DrugBank.d549.s3.e8|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e6|DDI-DrugBank.d549.s3.e7|null|h1_lemma=anticoagulant|h2_lemma=antiinflammatory|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>amod>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e6|DDI-DrugBank.d549.s3.e8|null|h1_lemma=anticoagulant|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=conj<anticoagulant>conj
DDI-DrugBank.d549.s3|DDI-DrugBank.d549.s3.e7|DDI-DrugBank.d549.s3.e8|null|h1_lemma=antiinflammatory|h2_lemma=anticoagulant|h1_tag=NNS|h2_tag=NNS|path=amod<conj<anticoagulant>conj
DDI-DrugBank.d549.s4|DDI-DrugBank.d549.s4.e0|DDI-DrugBank.d549.s4.e1|null|h1_lemma=infusion|h2_lemma=pharmacokinetic|h1_tag=NN|h2_tag=NNS|path=nmod<nsubj<have>nmod>nmod>obj
DDI-DrugBank.d549.s5|DDI-DrugBank.d549.s5.e0|DDI-DrugBank.d549.s5.e1|null|h1_lemma=acid|h2_lemma=pharmacokinetic|h1_tag=NN|h2_tag=NNS|path=amod<nsubj<alter>nmod>obj
DDI-MedLine.d59.s4|DDI-MedLine.d59.s4.e0|DDI-MedLine.d59.s4.e1|effect|h1_lemma=D|h2_lemma=effect|h1_tag=NNP|h2_tag=NN|path=compound<nsubj<block>nmod>obj
DDI-MedLine.d59.s5|DDI-MedLine.d59.s5.e0|DDI-MedLine.d59.s5.e1|effect|h1_lemma=D|h2_lemma=stimulate|h1_tag=NNP|h2_tag=VBN|path=compound<nsubj<inhibit>obl>amod>nsubj>ccomp|lemmainbetween=increase
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e0|DDI-DrugBank.d630.s1.e1|advise|h1_lemma=receive|h2_lemma=patient|h1_tag=VBG|h2_tag=NNS|path=obj<acl<patient>conj
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e0|DDI-DrugBank.d630.s1.e2|null|h1_lemma=receive|h2_lemma=None|h1_tag=VBG|h2_tag=None|path=None
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e0|DDI-DrugBank.d630.s1.e3|null|h1_lemma=receive|h2_lemma=inhibitor|h1_tag=VBG|h2_tag=NNS|path=obj<acl<obl<advise>amod>conj>nmod>obl>dep
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e1|DDI-DrugBank.d630.s1.e2|null|h1_lemma=patient|h2_lemma=None|h1_tag=NNS|h2_tag=None|path=None
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e1|DDI-DrugBank.d630.s1.e3|null|h1_lemma=patient|h2_lemma=inhibitor|h1_tag=NNS|h2_tag=NNS|path=conj<obl<advise>amod>conj>nmod>obl>dep
DDI-DrugBank.d630.s1|DDI-DrugBank.d630.s1.e2|DDI-DrugBank.d630.s1.e3|effect|h1_lemma=None|h2_lemma=inhibitor|h1_tag=None|h2_tag=NNS|path=None
